,model,param,mae_avg,mse_avg,mape_avg,mvp_avg,top3_order_avg,top3_coverage_avg,mvp_in_top3_avg,mvp_in_top5_avg
89,AdaBoostRegressor,"{'learning_rate': 0.001, 'n_estimators': 10, 'random_state': 221}",0.1519840686166026,0.0407084962314177,0.8827688386274988,0.42105263157894735,0.02631578947368421,0.649122807017544,0.7894736842105263,0.9210526315789473
90,AdaBoostRegressor,"{'learning_rate': 0.001, 'n_estimators': 100, 'random_state': 221}",0.149508965347543,0.03907941467663469,0.8495858554212466,0.5,0.05263157894736842,0.6403508771929826,0.7894736842105263,0.8947368421052632
91,AdaBoostRegressor,"{'learning_rate': 0.001, 'n_estimators': 200, 'random_state': 221}",0.15004562218529915,0.03901905189207757,0.8536660019868343,0.5263157894736842,0.05263157894736842,0.649122807017544,0.7894736842105263,0.8947368421052632
92,AdaBoostRegressor,"{'learning_rate': 0.01, 'n_estimators': 10, 'random_state': 221}",0.15040032204998358,0.039977975916592634,0.8636510788842345,0.42105263157894735,0.0,0.6754385964912282,0.8157894736842105,0.8421052631578947
93,AdaBoostRegressor,"{'learning_rate': 0.01, 'n_estimators': 100, 'random_state': 221}",0.15163806455552023,0.038710101999849575,0.8805124382499374,0.5263157894736842,0.05263157894736842,0.6578947368421054,0.8157894736842105,0.8947368421052632
94,AdaBoostRegressor,"{'learning_rate': 0.01, 'n_estimators': 200, 'random_state': 221}",0.15309471077652226,0.038198296589366236,0.9126260565616955,0.5263157894736842,0.05263157894736842,0.6578947368421054,0.8157894736842105,0.8947368421052632
95,AdaBoostRegressor,"{'learning_rate': 0.1, 'n_estimators': 10, 'random_state': 221}",0.15339467505517093,0.04054221397225753,0.8985168081305451,0.42105263157894735,0.02631578947368421,0.6403508771929826,0.7894736842105263,0.8947368421052632
96,AdaBoostRegressor,"{'learning_rate': 0.1, 'n_estimators': 100, 'random_state': 221}",0.1643552351358637,0.03906082216357564,1.0799645144358676,0.5263157894736842,0.02631578947368421,0.6754385964912282,0.8157894736842105,0.8947368421052632
97,AdaBoostRegressor,"{'learning_rate': 0.1, 'n_estimators': 200, 'random_state': 221}",0.1724579424262425,0.04053538617274179,1.1890763792213184,0.5,0.05263157894736842,0.6754385964912282,0.7894736842105263,0.9210526315789473
98,AdaBoostRegressor,"{'learning_rate': 1, 'n_estimators': 10, 'random_state': 221}",0.16946303863529696,0.0420154075017534,1.1044457286145473,0.39473684210526316,0.0,0.6578947368421054,0.7368421052631579,0.868421052631579
